,Unnamed: 0,appname,crawl,state1,state2,DOM_RTED,DOM_Levenshtein,DOM_contentHash,DOM_SIMHASH,VISUAL_BlockHash,VISUAL_PHash,VISUAL_Hyst,VISUAL_PDiff,VISUAL_SIFT,VISUAL_SSIM,HUMAN_CLASSIFICATION,TAGS,state1_content,state1_tags,state1_content_tags,state2_content,state2_tags,state2_content_tags,answer,doc2vec_distance_content,doc2vec_distance_tags,doc2vec_distance_content_tags,doc2vec_distance_all
10,10,tissin.com,crawl0,state20,state79,0.0,0.003674523,7,0,0,0,0.0,0.0,98.79,1.0,0,,"{""file_name"": ""state20.html.content"", ""state_name"": ""state20"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state20.html.content""}","{""file_name"": ""state20.html.tags"", ""state_name"": ""state20"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state20.html.tags""}","{""file_name"": ""state20.html.content_tags"", ""state_name"": ""state20"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state20.html.content_tags""}","{""file_name"": ""state79.html.content"", ""state_name"": ""state79"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state79.html.content""}","{""file_name"": ""state79.html.tags"", ""state_name"": ""state79"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state79.html.tags""}","{""file_name"": ""state79.html.content_tags"", ""state_name"": ""state79"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state79.html.content_tags""}",1,0.993472,0.984065,0.99311066,0.9884633
11,11,tissin.com,crawl0,state28,state105,0.001636661,0.006596524,8,0,0,0,0.0,0.0,98.79,1.0,0,,"{""file_name"": ""state28.html.content"", ""state_name"": ""state28"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state28.html.content""}","{""file_name"": ""state28.html.tags"", ""state_name"": ""state28"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state28.html.tags""}","{""file_name"": ""state28.html.content_tags"", ""state_name"": ""state28"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state28.html.content_tags""}","{""file_name"": ""state105.html.content"", ""state_name"": ""state105"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state105.html.content""}","{""file_name"": ""state105.html.tags"", ""state_name"": ""state105"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state105.html.tags""}","{""file_name"": ""state105.html.content_tags"", ""state_name"": ""state105"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state105.html.content_tags""}",1,0.99184626,0.98608685,0.98926884,0.9888018
12,12,tissin.com,crawl0,state31,state77,0.0,0.003641419,5,0,0,0,0.0,0.0,98.79,1.0,0,,"{""file_name"": ""state31.html.content"", ""state_name"": ""state31"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state31.html.content""}","{""file_name"": ""state31.html.tags"", ""state_name"": ""state31"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state31.html.tags""}","{""file_name"": ""state31.html.content_tags"", ""state_name"": ""state31"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state31.html.content_tags""}","{""file_name"": ""state77.html.content"", ""state_name"": ""state77"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state77.html.content""}","{""file_name"": ""state77.html.tags"", ""state_name"": ""state77"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state77.html.tags""}","{""file_name"": ""state77.html.content_tags"", ""state_name"": ""state77"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state77.html.content_tags""}",1,0.9917531,0.9829627,0.99038243,0.9871389
13,13,tissin.com,crawl0,state37,state80,0.0,0.003672335,5,0,0,0,0.0,0.0,98.79,1.0,0,,"{""file_name"": ""state37.html.content"", ""state_name"": ""state37"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state37.html.content""}","{""file_name"": ""state37.html.tags"", ""state_name"": ""state37"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state37.html.tags""}","{""file_name"": ""state37.html.content_tags"", ""state_name"": ""state37"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state37.html.content_tags""}","{""file_name"": ""state80.html.content"", ""state_name"": ""state80"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state80.html.content""}","{""file_name"": ""state80.html.tags"", ""state_name"": ""state80"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state80.html.tags""}","{""file_name"": ""state80.html.content_tags"", ""state_name"": ""state80"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state80.html.content_tags""}",1,0.99126613,0.983912,0.99371225,0.9872238
14,14,tissin.com,crawl0,state45,state102,0.0,0.003707627,3,0,0,0,0.0,0.0,98.79,1.0,0,,"{""file_name"": ""state45.html.content"", ""state_name"": ""state45"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state45.html.content""}","{""file_name"": ""state45.html.tags"", ""state_name"": ""state45"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state45.html.tags""}","{""file_name"": ""state45.html.content_tags"", ""state_name"": ""state45"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state45.html.content_tags""}","{""file_name"": ""state102.html.content"", ""state_name"": ""state102"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state102.html.content""}","{""file_name"": ""state102.html.tags"", ""state_name"": ""state102"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state102.html.tags""}","{""file_name"": ""state102.html.content_tags"", ""state_name"": ""state102"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state102.html.content_tags""}",1,0.9917989,0.98060626,0.9921543,0.98584604
15,15,tissin.com,crawl0,state84,state86,0.001636661,0.006827402,11,0,0,0,0.0,0.0,98.79,1.0,0,,"{""file_name"": ""state84.html.content"", ""state_name"": ""state84"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state84.html.content""}","{""file_name"": ""state84.html.tags"", ""state_name"": ""state84"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state84.html.tags""}","{""file_name"": ""state84.html.content_tags"", ""state_name"": ""state84"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state84.html.content_tags""}","{""file_name"": ""state86.html.content"", ""state_name"": ""state86"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state86.html.content""}","{""file_name"": ""state86.html.tags"", ""state_name"": ""state86"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state86.html.tags""}","{""file_name"": ""state86.html.content_tags"", ""state_name"": ""state86"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state86.html.content_tags""}",1,0.99104834,0.98797977,0.9926903,0.98922896
16,16,tissin.com,crawl0,state100,state104,0.0,0.003674523,10,0,0,0,0.0,0.0,98.79,1.0,0,,"{""file_name"": ""state100.html.content"", ""state_name"": ""state100"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state100.html.content""}","{""file_name"": ""state100.html.tags"", ""state_name"": ""state100"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state100.html.tags""}","{""file_name"": ""state100.html.content_tags"", ""state_name"": ""state100"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state100.html.content_tags""}","{""file_name"": ""state104.html.content"", ""state_name"": ""state104"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state104.html.content""}","{""file_name"": ""state104.html.tags"", ""state_name"": ""state104"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state104.html.tags""}","{""file_name"": ""state104.html.content_tags"", ""state_name"": ""state104"", ""app_name"": ""tissin.com"", ""path"": ""tissin.com\\state104.html.content_tags""}",1,0.9912523,0.99048626,0.9918856,0.9906809
17,17,gps-forum.ru,crawl0,state6,state9,0.725941645,0.0,548,9,150,33,13992050560.0,0.65,20.32,0.3,2," ,different pages","{""file_name"": ""state6.html.content"", ""state_name"": ""state6"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state6.html.content""}","{""file_name"": ""state6.html.tags"", ""state_name"": ""state6"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state6.html.tags""}","{""file_name"": ""state6.html.content_tags"", ""state_name"": ""state6"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state6.html.content_tags""}","{""file_name"": ""state9.html.content"", ""state_name"": ""state9"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state9.html.content""}","{""file_name"": ""state9.html.tags"", ""state_name"": ""state9"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state9.html.tags""}","{""file_name"": ""state9.html.content_tags"", ""state_name"": ""state9"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state9.html.content_tags""}",0,0.6710961,0.099633366,0.64045596,0.40615612
18,18,gps-forum.ru,crawl0,state6,state13,0.003215434,0.0,3,0,16,12,1078945.12,0.03,78.2,0.94,1,,"{""file_name"": ""state6.html.content"", ""state_name"": ""state6"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state6.html.content""}","{""file_name"": ""state6.html.tags"", ""state_name"": ""state6"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state6.html.tags""}","{""file_name"": ""state6.html.content_tags"", ""state_name"": ""state6"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state6.html.content_tags""}","{""file_name"": ""state13.html.content"", ""state_name"": ""state13"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state13.html.content""}","{""file_name"": ""state13.html.tags"", ""state_name"": ""state13"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state13.html.tags""}","{""file_name"": ""state13.html.content_tags"", ""state_name"": ""state13"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state13.html.content_tags""}",1,0.982998,0.98020893,0.9856467,0.98112905
19,19,gps-forum.ru,crawl0,state19,state34,0.595281207,0.0,289,0,80,32,16259277.23,0.63,18.85,0.23,2," ,different content","{""file_name"": ""state19.html.content"", ""state_name"": ""state19"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state19.html.content""}","{""file_name"": ""state19.html.tags"", ""state_name"": ""state19"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state19.html.tags""}","{""file_name"": ""state19.html.content_tags"", ""state_name"": ""state19"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state19.html.content_tags""}","{""file_name"": ""state34.html.content"", ""state_name"": ""state34"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state34.html.content""}","{""file_name"": ""state34.html.tags"", ""state_name"": ""state34"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state34.html.tags""}","{""file_name"": ""state34.html.content_tags"", ""state_name"": ""state34"", ""app_name"": ""gps-forum.ru"", ""path"": ""gps-forum.ru\\state34.html.content_tags""}",0,0.75762075,0.7443908,0.8127543,0.73723644
20,20,scottsdalegolf.co.uk,crawl0,state16,state23,0.0,0.023912044,6,0,5,5,8890.17,0.04,88.84,0.9,1,dynamic content,"{""file_name"": ""state16.html.content"", ""state_name"": ""state16"", ""app_name"": ""scottsdalegolf.co.uk"", ""path"": ""scottsdalegolf.co.uk\\state16.html.content""}","{""file_name"": ""state16.html.tags"", ""state_name"": ""state16"", ""app_name"": ""scottsdalegolf.co.uk"", ""path"": ""scottsdalegolf.co.uk\\state16.html.tags""}","{""file_name"": ""state16.html.content_tags"", ""state_name"": ""state16"", ""app_name"": ""scottsdalegolf.co.uk"", ""path"": ""scottsdalegolf.co.uk\\state16.html.content_tags""}","{""file_name"": ""state23.html.content"", ""state_name"": ""state23"", ""app_name"": ""scottsdalegolf.co.uk"", ""path"": ""scottsdalegolf.co.uk\\state23.html.content""}","{""file_name"": ""state23.html.tags"", ""state_name"": ""state23"", ""app_name"": ""scottsdalegolf.co.uk"", ""path"": ""scottsdalegolf.co.uk\\state23.html.tags""}","{""file_name"": ""state23.html.content_tags"", ""state_name"": ""state23"", ""app_name"": ""scottsdalegolf.co.uk"", ""path"": ""scottsdalegolf.co.uk\\state23.html.content_tags""}",1,0.98561954,0.98464596,0.9944891,0.9849194
21,21,roguewoodsupply.com,crawl0,state7,state23,0.0,0.002147791,27,0,0,0,0.0,0.0,82.11392568,1.0,0,,"{""file_name"": ""state7.html.content"", ""state_name"": ""state7"", ""app_name"": ""roguewoodsupply.com"", ""path"": ""roguewoodsupply.com\\state7.html.content""}","{""file_name"": ""state7.html.tags"", ""state_name"": ""state7"", ""app_name"": ""roguewoodsupply.com"", ""path"": ""roguewoodsupply.com\\state7.html.tags""}","{""file_name"": ""state7.html.content_tags"", ""state_name"": ""state7"", ""app_name"": ""roguewoodsupply.com"", ""path"": ""roguewoodsupply.com\\state7.html.content_tags""}","{""file_name"": ""state23.html.content"", ""state_name"": ""state23"", ""app_name"": ""roguewoodsupply.com"", ""path"": ""roguewoodsupply.com\\state23.html.content""}","{""file_name"": ""state23.html.tags"", ""state_name"": ""state23"", ""app_name"": ""roguewoodsupply.com"", ""path"": ""roguewoodsupply.com\\state23.html.tags""}","{""file_name"": ""state23.html.content_tags"", ""state_name"": ""state23"", ""app_name"": ""roguewoodsupply.com"", ""path"": ""roguewoodsupply.com\\state23.html.content_tags""}",1,0.9958165,0.98667294,0.9970391,0.98896444
22,22,avtomastera.net,crawl0,state18,state19,0.0,0.000932528,1,0,0,0,0.0,0.0,90.33606557,1.0,0,,"{""file_name"": ""state18.html.content"", ""state_name"": ""state18"", ""app_name"": ""avtomastera.net"", ""path"": ""avtomastera.net\\state18.html.content""}","{""file_name"": ""state18.html.tags"", ""state_name"": ""state18"", ""app_name"": ""avtomastera.net"", ""path"": ""avtomastera.net\\state18.html.tags""}","{""file_name"": ""state18.html.content_tags"", ""state_name"": ""state18"", ""app_name"": ""avtomastera.net"", ""path"": ""avtomastera.net\\state18.html.content_tags""}","{""file_name"": ""state19.html.content"", ""state_name"": ""state19"", ""app_name"": ""avtomastera.net"", ""path"": ""avtomastera.net\\state19.html.content""}","{""file_name"": ""state19.html.tags"", ""state_name"": ""state19"", ""app_name"": ""avtomastera.net"", ""path"": ""avtomastera.net\\state19.html.tags""}","{""file_name"": ""state19.html.content_tags"", ""state_name"": ""state19"", ""app_name"": ""avtomastera.net"", ""path"": ""avtomastera.net\\state19.html.content_tags""}",1,0.9772406,0.9912294,0.9963129,0.9863795
23,23,infotalia.com,crawl0,state5,state38,0.853873239,0.72130771,474,14,94,36,8057800.75,0.860127219,2.338877339,0.589242091,2,,"{""file_name"": ""state5.html.content"", ""state_name"": ""state5"", ""app_name"": ""infotalia.com"", ""path"": ""infotalia.com\\state5.html.content""}","{""file_name"": ""state5.html.tags"", ""state_name"": ""state5"", ""app_name"": ""infotalia.com"", ""path"": ""infotalia.com\\state5.html.tags""}","{""file_name"": ""state5.html.content_tags"", ""state_name"": ""state5"", ""app_name"": ""infotalia.com"", ""path"": ""infotalia.com\\state5.html.content_tags""}","{""file_name"": ""state38.html.content"", ""state_name"": ""state38"", ""app_name"": ""infotalia.com"", ""path"": ""infotalia.com\\state38.html.content""}","{""file_name"": ""state38.html.tags"", ""state_name"": ""state38"", ""app_name"": ""infotalia.com"", ""path"": ""infotalia.com\\state38.html.tags""}","{""file_name"": ""state38.html.content_tags"", ""state_name"": ""state38"", ""app_name"": ""infotalia.com"", ""path"": ""infotalia.com\\state38.html.content_tags""}",0,0.14740203,0.025994714,0.110969596,0.07015561
24,24,infotalia.com,crawl0,state8,state31,0.0,0.003853712,6,0,30,12,5087233.816,0.07095069,81.19062058,0.921541044,0,,"{""file_name"": ""state8.html.content"", ""state_name"": ""state8"", ""app_name"": ""infotalia.com"", ""path"": ""infotalia.com\\state8.html.content""}","{""file_name"": ""state8.html.tags"", ""state_name"": ""state8"", ""app_name"": ""infotalia.com"", ""path"": ""infotalia.com\\state8.html.tags""}","{""file_name"": ""state8.html.content_tags"", ""state_name"": ""state8"", ""app_name"": ""infotalia.com"", ""path"": ""infotalia.com\\state8.html.content_tags""}","{""file_name"": ""state31.html.content"", ""state_name"": ""state31"", ""app_name"": ""infotalia.com"", ""path"": ""infotalia.com\\state31.html.content""}","{""file_name"": ""state31.html.tags"", ""state_name"": ""state31"", ""app_name"": ""infotalia.com"", ""path"": ""infotalia.com\\state31.html.tags""}","{""file_name"": ""state31.html.content_tags"", ""state_name"": ""state31"", ""app_name"": ""infotalia.com"", ""path"": ""infotalia.com\\state31.html.content_tags""}",1,0.98724884,0.99606955,0.99327403,0.99342674
